path,extension,size_bytes,git_status,scientific_role,authoritative,manuscript_facing,sha256_or_status,legacy_candidate,temporary_generated,required_for_reproduction,safe_to_remove_candidate,contains_absolute_local_path,sensitive_information_scan
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/__pycache__/test_scipy_version.cpython-313.pyc,.pyc,1406,untracked,DPM analysis artifact,yes,yes,9d3e87f3b91dd4e71cb13c0c7c1b5663bd1416bac71454973270173e17d2f0ff,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/__pycache__/test_warnings.cpython-313.pyc,.pyc,7936,untracked,DPM analysis artifact,yes,yes,2ab0c1ad6e85bd74928dd18e5d3c375f904a865f0b99e81505fb1035b276472b,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/__pycache__/test_xp_capabilities.cpython-313.pyc,.pyc,3158,untracked,DPM analysis artifact,yes,yes,67af18811d291db304b13097975f612bb2962310026c2204cb5f955b322c1e63,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test__gcutils.py,.py,3452,untracked,DPM analysis artifact,yes,yes,1ad6ced8614e3fe83cfb5e1025048e3cd6ec990fb4680b4a1881166248ea3b96,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test__testutils.py,.py,800,untracked,DPM analysis artifact,yes,yes,3f8583269520cb5f700fdb649d04a3222bee42f645ed850119205696eaf64110,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test__util.py,.py,22560,untracked,DPM analysis artifact,yes,yes,7d3096e4f2af81eca5fb80b947a5203c076b6dfa22f6e294af2b722e137ffb12,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_array_api.py,.py,15715,untracked,DPM analysis artifact,yes,yes,9ba27e744f358f4ddf1867a2d167776b5ea5a545d6842b6bc8bd9978aa494fe3,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_bunch.py,.py,6389,untracked,DPM analysis artifact,yes,yes,5122f6c25e8f4f8800bae364e428a99cdac6e391993d9f32d41ec1aad203a8a3,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_ccallback.py,.py,6040,untracked,DPM analysis artifact,yes,yes,c10d01c1ec31eca5895aca667536133e34609bc037039999d6cb0b222839c1f1,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_config.py,.py,1244,untracked,DPM analysis artifact,yes,yes,8f53e9a7a0c2672f703314e60441b1ab831272fb105d3424ef6ebc1273673c54,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_deprecation.py,.py,440,untracked,DPM analysis artifact,yes,yes,fbb6dc4ca25ab948c18cca5e885b6de621b021694056efb066af358aa09e3cc4,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_doccer.py,.py,4150,untracked,DPM analysis artifact,yes,yes,be19830ca13666d7d260606517785de6a2f7614f71a9ce0581f80ba042f9a9b2,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_import_cycles.py,.py,843,untracked,DPM analysis artifact,yes,yes,07d0704b1fbda68dd84017848e7edfd65e32b5d74eed6eb2902d0ea39fef16ff,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_public_api.py,.py,17726,untracked,DPM analysis artifact,yes,yes,ececa0f51702d41cfe344cd9df4cdd70e095ce72b55a2a3aa94155db2ca2c50d,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_scipy_version.py,.py,918,untracked,DPM analysis artifact,yes,yes,915a31b815227421ec569bf26d13e8549ce4bf68548b1470b8300402a3e0a5a0,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_warnings.py,.py,5005,untracked,DPM analysis artifact,yes,yes,2f06a364b72ffa00b700202bb2cea1aec3b66853893c9f0e89e15805896a5dc6,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/tests/test_xp_capabilities.py,.py,1977,untracked,DPM analysis artifact,yes,yes,19c6ac692ada4fca48c92fedbe949c696dad34bfa2d193e57c96fb396fe482d7,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/_lib/uarray.py,.py,838,untracked,DPM analysis artifact,yes,yes,62d01f5d49e821a30fd01069f0da9532d12475ef5d6b0f19d38e32d1d48a6395,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/__init__.py,.py,880,untracked,DPM analysis artifact,yes,yes,a60cd6896479b26437af0b9dd9d8672e7e9da640f9963bbf9a8125429ff38681,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/__pycache__/__init__.cpython-313.pyc,.pyc,1172,untracked,DPM analysis artifact,yes,yes,e46da504c6a9dbb327227c7a83a02dbbc83f43dfb79f928fb79a376d30d9355c,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/__init__.py,.py,2762,untracked,DPM analysis artifact,yes,yes,3f496ef581f72c939716fa11a59597ba595bda6b2d4ee49402b0281171a0d0f4,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/__pycache__/__init__.cpython-313.pyc,.pyc,2786,untracked,DPM analysis artifact,yes,yes,0dfb00f50fda46781fc54eb88699c493340076ed2f762c65d1d6f0584681f02e,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/__pycache__/_hierarchy_impl.cpython-313.pyc,.pyc,150621,untracked,DPM analysis artifact,yes,yes,9ba6f69ae3293fb13d3026788aa85145b29776588ebff757f1a907832519963a,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/_hierarchy.cpython-313-darwin.so,.so,238784,untracked,DPM analysis artifact,yes,yes,df6caff31e6ae6308d178432c51ce7e2fac83a0f46ff010a7036f6ed3681df64,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/_hierarchy_impl.py,.py,154767,untracked,DPM analysis artifact,yes,yes,6986ff08adfe21080e97ac40ef8c0be421b4d584ba9f91de71d271b6f5c5c873,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/_optimal_leaf_ordering.cpython-313-darwin.so,.so,152896,untracked,DPM analysis artifact,yes,yes,9899e5f411d21da6b17806c4c08bbc8d50c5d8b4d3870524bf83cfc0d14c3589,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/tests/__init__.py,.py,0,untracked,DPM analysis artifact,yes,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/tests/__pycache__/__init__.cpython-313.pyc,.pyc,246,untracked,DPM analysis artifact,yes,yes,272e517e66de7411057b4d391785e66bd0bb3bc6f37a8bc8a4666a8927317fbe,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/tests/__pycache__/hierarchy_test_data.cpython-313.pyc,.pyc,5447,untracked,DPM analysis artifact,yes,yes,f850f25d7644f5d0e1f16032c8742af3d457820f038f491b311410df7ce456bb,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/tests/__pycache__/test_disjoint_set.cpython-313.pyc,.pyc,11132,untracked,DPM analysis artifact,yes,yes,80b94bc3ea5ef1a418551c6cf0cf7c7104bae57f9f55778bd37fcf169f769274,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/tests/__pycache__/test_hierarchy.cpython-313.pyc,.pyc,73605,untracked,DPM analysis artifact,yes,yes,87169a3f64c3754bbab220f87a8d4b075e6b5d4603ed9826fe9bbe4d6c119991,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/tests/hierarchy_test_data.py,.py,6850,untracked,DPM analysis artifact,yes,yes,eecc9461d21a0d5afb860bcc9625f4096e37f3abad8c1267d433a05f45125e5b,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/tests/test_disjoint_set.py,.py,5525,untracked,DPM analysis artifact,yes,yes,12e1c6044dd95443275856c29fcb6323effa096acd5dfa67bf96d405af6a8562,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/hierarchy/tests/test_hierarchy.py,.py,51023,untracked,DPM analysis artifact,yes,yes,4448c5f171d71ed133037f4238bc4b36fe9a19f7e0007fc3ff24b9727e6885a5,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/vq/__init__.py,.py,3551,untracked,DPM analysis artifact,yes,yes,04f2a1245f1548dda082b4892423821f095c9fbc322619421ae1e9e599adfeb0,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/vq/__pycache__/__init__.cpython-313.pyc,.pyc,3878,untracked,DPM analysis artifact,yes,yes,4a5f2acb05641b98dc0b1ea3ca49afb3ba650a341024dc3d17e1c90390864312,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/vq/__pycache__/_vq_impl.cpython-313.pyc,.pyc,29532,untracked,DPM analysis artifact,yes,yes,8a833597ee651803f6d0616deead9093461d523235b06fd37d47d4eddf9928fd,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/vq/_vq.cpython-313-darwin.so,.so,128920,untracked,DPM analysis artifact,yes,yes,2442806428672229ee477756ce6f4598965ba20e07f69a7c7a2f86441924b734,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/vq/_vq_impl.py,.py,28135,untracked,DPM analysis artifact,yes,yes,e08fed5fba73b8da54797fa67b5291640a11da80d2a13b425df375b225771e44,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/vq/tests/__init__.py,.py,0,untracked,DPM analysis artifact,yes,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/vq/tests/__pycache__/__init__.cpython-313.pyc,.pyc,239,untracked,DPM analysis artifact,yes,yes,16310c07aa411c0d4e6d1c9a82b0753eafb054188b42b24b5adcd063b2def850,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/vq/tests/__pycache__/test_vq.cpython-313.pyc,.pyc,30274,untracked,DPM analysis artifact,yes,yes,cec792f04d4a46478d8622205a618931fbe7a501c334e0b7fd8e7940c76bfe4c,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/cluster/vq/tests/test_vq.py,.py,19075,untracked,DPM analysis artifact,yes,yes,833f5f9386404b31fe57159da4b7dec29b348946ed445b3ec2d0abb7acbc9ee2,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/conftest.py,.py,30830,untracked,DPM analysis artifact,yes,yes,5d606169e9150c51650bcac398cfb756792e450240ec0b540ca56853b70ce9aa,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/__init__.py,.py,14804,untracked,DPM analysis artifact,yes,yes,93957749482479127cbfd3f0996296fc3515dde612166cff19bd8b7d4177def9,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/__pycache__/__init__.cpython-313.pyc,.pyc,15353,untracked,DPM analysis artifact,yes,yes,079c99308ec25be7211ec1a22260b6e9ed615ee07341091c1553d432fdecbce3,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/__pycache__/_codata.cpython-313.pyc,.pyc,203229,untracked,DPM analysis artifact,yes,yes,919ea5003882dfadb7399330c3483cbac9270a9d37d0e481d709821018312c1a,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/__pycache__/_constants.cpython-313.pyc,.pyc,10806,untracked,DPM analysis artifact,yes,yes,0d998ec2b8b109ccc33a7f089d7f30440544cb9d1fb69a8f5820c914e64317d0,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/__pycache__/codata.cpython-313.pyc,.pyc,779,untracked,DPM analysis artifact,yes,yes,ca0f73f510c7aa589a55e685f6fb6fb2f71147199770e4522b945aa1b3a45279,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/__pycache__/constants.cpython-313.pyc,.pyc,1989,untracked,DPM analysis artifact,yes,yes,704058ff2ffac1aeba853c967f7fe6f62b2b10a2afbff823f89aae53766cc121,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/_codata.py,.py,202505,untracked,DPM analysis artifact,yes,yes,998eed721f0c84b23385c4a4e5436a79a0b6a4a3caf212e28b8fa9a440bc5c58,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/_constants.py,.py,10572,untracked,DPM analysis artifact,yes,yes,b7e429e271ce693676701f71f0e84b705d2a1267197be19685e5ca70339d59ae,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/codata.py,.py,614,untracked,DPM analysis artifact,yes,yes,4e1996f288739dd8bee3e5adc955f14ab5b8d0c9cb233d57a2a45c9b6460487c,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/constants.py,.py,2250,untracked,DPM analysis artifact,yes,yes,c3bb06c5289d0f643d19e7744a7d699cbfaaa83d6cb043f503cb1959e2d605e2,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/tests/__init__.py,.py,0,untracked,DPM analysis artifact,yes,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/tests/__pycache__/__init__.cpython-313.pyc,.pyc,238,untracked,DPM analysis artifact,yes,yes,86d75bd367f7f797643d4c69419370452ddf28f6d25615017328928c36bd5925,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/tests/__pycache__/test_codata.cpython-313.pyc,.pyc,4263,untracked,DPM analysis artifact,yes,yes,983cc5824ede53c22727fc3994b35dd4f70a5d8c1d3099aa0c96cc2ecdb6147d,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/tests/__pycache__/test_constants.cpython-313.pyc,.pyc,6920,untracked,DPM analysis artifact,yes,yes,31cc6930a9b31399eab2db7d7855e295d4053cca03673941027a34bf4c302e06,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/tests/test_codata.py,.py,2854,untracked,DPM analysis artifact,yes,yes,8316a405d2635ee5c53cf809bc9023e74b382170891f7c2169e5d98c472ca3e8,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/constants/tests/test_constants.py,.py,4247,untracked,DPM analysis artifact,yes,yes,1b3e587f372a16766c1eeb990d9e1039c7a058bfb6206219c19f5c369fae6d33,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/__init__.py,.py,2802,untracked,DPM analysis artifact,yes,yes,5fff406de7cf2b5fe983e786ee0de79fef898681de0ecac415b25f6c8e47c9a9,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/__pycache__/__init__.cpython-313.pyc,.pyc,3075,untracked,DPM analysis artifact,yes,yes,5078d430304e2135ad46719bb1c5faaa652fb87cff5537273f6790249a907531,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/__pycache__/_download_all.cpython-313.pyc,.pyc,2814,untracked,DPM analysis artifact,yes,yes,927cd1cb2c91b9962a59cc8106f2043360dde6841dd317c53893e1c6c22a6b77,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/__pycache__/_fetchers.cpython-313.pyc,.pyc,7163,untracked,DPM analysis artifact,yes,yes,84d7a28ffa8c39f8c4367fa757062f32aa85948779d8070ecc268d69535593fe,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/__pycache__/_registry.cpython-313.pyc,.pyc,864,untracked,DPM analysis artifact,yes,yes,eb835f7553ef271a421e992f774980d301ca6e97ea3779ed4fb63895fb89bb55,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/__pycache__/_utils.cpython-313.pyc,.pyc,3231,untracked,DPM analysis artifact,yes,yes,4fc75e018b16b9edd376782350dead02136f7841ef7cb9d625a84bc87191e2be,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/_download_all.py,.py,2182,untracked,DPM analysis artifact,yes,yes,f9ca6af6f03a4fcf9c926ef67e57075a77de8e6cf96daff8c5b882679cfd5510,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/_fetchers.py,.py,7106,untracked,DPM analysis artifact,yes,yes,bba397325ad28c697936f5dc1506ce54f06e0da57461820939f2f56172b15800,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/_registry.py,.py,1072,untracked,DPM analysis artifact,yes,yes,6ebd0a7f26a511b879cab40bce743f42f06d98de2b32c9b45313a39ec269e0e4,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/_utils.py,.py,2931,untracked,DPM analysis artifact,yes,yes,609fb98192a213054500fb129e302cc180e5466f5fa0e49ac01a7a0b66b7582d,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/tests/__init__.py,.py,0,untracked,DPM analysis artifact,yes,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/tests/__pycache__/__init__.cpython-313.pyc,.pyc,237,untracked,DPM analysis artifact,yes,yes,1906376f76df4d6529fe748904f053c2648790e6309c69ebb5c38cf23d110aa3,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/tests/__pycache__/test_data.cpython-313.pyc,.pyc,6300,untracked,DPM analysis artifact,yes,yes,08b06410d1793407926dd43bf76ad5d8529c713c43fc089b0ee8f26516d1b4a4,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/datasets/tests/test_data.py,.py,4017,untracked,DPM analysis artifact,yes,yes,5f718d2a2fa778eaebd67fa9a8b138f45ae26b90d212897d0d0629534106fa46,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/differentiate/__init__.py,.py,621,untracked,DPM analysis artifact,yes,yes,9d9de29835ad7f543322613ec6cad81c4e24b8e6bcb44b9cf7d1e5d33005ab32,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/differentiate/__pycache__/__init__.cpython-313.pyc,.pyc,901,untracked,DPM analysis artifact,yes,yes,3a380926be2c62fc5ac57326d0e80d2c2c7d1d828cdf592dd96e6412c3c18dc0,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/differentiate/__pycache__/_differentiate.cpython-313.pyc,.pyc,47878,untracked,DPM analysis artifact,yes,yes,15fc6f6c4cb26db95124247d2933680fb4ba8345bc5f6962bc502ade585a3a46,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/differentiate/_differentiate.py,.py,51639,untracked,DPM analysis artifact,yes,yes,0ea78f4e88f000a330b5af615a401239b23fb63c7e027c414a665b7cdea58c97,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/differentiate/tests/__init__.py,.py,0,untracked,DPM analysis artifact,yes,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/differentiate/tests/__pycache__/__init__.cpython-313.pyc,.pyc,242,untracked,DPM analysis artifact,yes,yes,fc897c8e29f7f7010787cfcdca2f7f337013e6077014bd6882342f5c9331ab58,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/differentiate/tests/__pycache__/test_differentiate.cpython-313.pyc,.pyc,51140,untracked,DPM analysis artifact,yes,yes,f1eb586d4abd201beee1877e17982c3c5217b7d215d5bfb5938b16161912bebd,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/differentiate/tests/test_differentiate.py,.py,28266,untracked,DPM analysis artifact,yes,yes,dc75a336b5cb7b8a400324ff08295a18c921a875a9f0daee56e85ffc8248d7aa,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__init__.py,.py,3630,untracked,DPM analysis artifact,yes,yes,179e9c790cd3099e4c110146ea8924cb613cf3cc7288111571aaa61ac56e0a6a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__pycache__/__init__.cpython-313.pyc,.pyc,4012,untracked,DPM analysis artifact,yes,yes,de1824ad9d08cd2935a5df36b10945fd2ba696ec692a6afb590e9f06608fda13,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__pycache__/_backend.cpython-313.pyc,.pyc,7688,untracked,DPM analysis artifact,yes,yes,8e49496b5fa89528661d4f0f0f92a9f52f706aa9b0608669dd4ce6eb72b1d0db,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__pycache__/_basic.cpython-313.pyc,.pyc,60669,untracked,DPM analysis artifact,yes,yes,55fd4074a2f8c9edd344f4f6032f36c7ba18d6c0b601fca513aeb0722530d7f5,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__pycache__/_basic_backend.cpython-313.pyc,.pyc,7302,untracked,DPM analysis artifact,yes,yes,dc1da569a3463beb2160ae318ea38bc61e6f0b95078869e73273150aa4833b8f,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__pycache__/_debug_backends.cpython-313.pyc,.pyc,1469,untracked,DPM analysis artifact,yes,yes,f68726e66f4bf64e0f8b1c2b05b4932a10f6d7554977c92c780fd9cc3bad7ab5,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__pycache__/_fftlog.cpython-313.pyc,.pyc,7959,untracked,DPM analysis artifact,yes,yes,3a1d88b89bfd2d607b02f0f7299d3716fb82597e03584765e1e6eba52bed2e41,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__pycache__/_fftlog_backend.cpython-313.pyc,.pyc,6810,untracked,DPM analysis artifact,yes,yes,043a98e5d9c3c4a5c755270df5f98635d75092f50a56e32585235a3355388945,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__pycache__/_helper.cpython-313.pyc,.pyc,11653,untracked,DPM analysis artifact,yes,yes,f13af539dd5eb907d57cb670b5fb935c758434065e14fad3fac29f020d9c8cc5,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__pycache__/_realtransforms.cpython-313.pyc,.pyc,26745,untracked,DPM analysis artifact,yes,yes,69f38500e01d9661e32eb9f9b32a152bbe24da7f68e8a066837860b2a2f08d2f,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/__pycache__/_realtransforms_backend.cpython-313.pyc,.pyc,2616,untracked,DPM analysis artifact,yes,yes,d120ab6634af6180825bff58d0110f9539f6e167de4f29673c42e370f1f623ee,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_backend.py,.py,6964,untracked,DPM analysis artifact,yes,yes,cd75d48ed4b5743cbc306c32240c06e0b76f0df4b06bec7a52d01814c0fa6c74,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_basic.py,.py,64356,untracked,DPM analysis artifact,yes,yes,9c34135d3b4c385336b709ed8389000836d324ca26bb83880dd73856d861bf1e,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_basic_backend.py,.py,7401,untracked,DPM analysis artifact,yes,yes,79dd71754fe19520cc4963c9e774bb6bc939795e451624bec104597e335c1b8c,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_debug_backends.py,.py,598,untracked,DPM analysis artifact,yes,yes,465bf2ba764da9a0c3b08dfe23a407e86481cff7da4fa10de0e38d5acbccb51f,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/LICENSE.md,.md,1498,untracked,DPM analysis artifact,yes,yes,c254b2b5fd30ae3c89d36ba061730563b9760fca04f1b746a1b2c3157da2c789,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/__init__.py,.py,205,untracked,DPM analysis artifact,yes,yes,2a6f2d9ae3ba21b77fd3d63c45931f6fc6a012858263af9c4f914a452e6ff30b,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/__pycache__/__init__.cpython-313.pyc,.pyc,469,untracked,DPM analysis artifact,yes,yes,40460386b2da737b25e04c4b25fc848cf6e64cef82f1832557be8accace717a3,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/__pycache__/basic.cpython-313.pyc,.pyc,9126,untracked,DPM analysis artifact,yes,yes,9ed9675d2777b531f9142dd33d637d69ed0644b6e7d951b50872f24628fc6f8a,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/__pycache__/helper.cpython-313.pyc,.pyc,9981,untracked,DPM analysis artifact,yes,yes,cb6c3dba3fcc9535f0f85e804814f69508e467b071eeacee9cd2a7018a4f8077,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/scipy/fft/_duccfft/__pycache__/realtransforms.cpython-313.pyc,.pyc,4201,untracked,DPM analysis artifact,yes,yes,73e7c436fa96672b5eed95e2fb931009aedf393a812badb8759aa73a47b013df,no,yes,yes,yes,no,not scanned (binary/large)
